"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"11/08/2025 18:15:00 - 11/08/2025 18:30:00","BZN|BE","Without Sequence","97.36","",""
"11/08/2025 18:30:00 - 11/08/2025 18:45:00","BZN|BE","Without Sequence","97.36","",""
"11/08/2025 18:45:00 - 11/08/2025 19:00:00","BZN|BE","Without Sequence","97.36","",""
"11/08/2025 19:00:00 - 11/08/2025 19:15:00","BZN|BE","Without Sequence","132.81","",""
"11/08/2025 19:15:00 - 11/08/2025 19:30:00","BZN|BE","Without Sequence","132.81","",""
"11/08/2025 19:30:00 - 11/08/2025 19:45:00","BZN|BE","Without Sequence","132.81","",""
"11/08/2025 19:45:00 - 11/08/2025 20:00:00","BZN|BE","Without Sequence","132.81","",""
"11/08/2025 20:00:00 - 11/08/2025 20:15:00","BZN|BE","Without Sequence","157.49","",""
"11/08/2025 20:15:00 - 11/08/2025 20:30:00","BZN|BE","Without Sequence","157.49","",""
"11/08/2025 20:30:00 - 11/08/2025 20:45:00","BZN|BE","Without Sequence","157.49","",""
"11/08/2025 20:45:00 - 11/08/2025 21:00:00","BZN|BE","Without Sequence","157.49","",""
"11/08/2025 21:00:00 - 11/08/2025 21:15:00","BZN|BE","Without Sequence","138.90","",""
"11/08/2025 21:15:00 - 11/08/2025 21:30:00","BZN|BE","Without Sequence","138.90","",""
"11/08/2025 21:30:00 - 11/08/2025 21:45:00","BZN|BE","Without Sequence","138.90","",""
"11/08/2025 21:45:00 - 11/08/2025 22:00:00","BZN|BE","Without Sequence","138.90","",""
"11/08/2025 22:00:00 - 11/08/2025 22:15:00","BZN|BE","Without Sequence","108.87","",""
"11/08/2025 22:15:00 - 11/08/2025 22:30:00","BZN|BE","Without Sequence","108.87","",""
"11/08/2025 22:30:00 - 11/08/2025 22:45:00","BZN|BE","Without Sequence","108.87","",""
"11/08/2025 22:45:00 - 11/08/2025 23:00:00","BZN|BE","Without Sequence","108.87","",""
"11/08/2025 23:00:00 - 11/08/2025 23:15:00","BZN|BE","Without Sequence","96.00","",""
"11/08/2025 23:15:00 - 11/08/2025 23:30:00","BZN|BE","Without Sequence","96.00","",""
"11/08/2025 23:30:00 - 11/08/2025 23:45:00","BZN|BE","Without Sequence","96.00","",""
"11/08/2025 23:45:00 - 12/08/2025 00:00:00","BZN|BE","Without Sequence","96.00","",""
"12/08/2025 00:00:00 - 12/08/2025 00:15:00","BZN|BE","Without Sequence","93.00","",""
"12/08/2025 00:15:00 - 12/08/2025 00:30:00","BZN|BE","Without Sequence","93.00","",""
"12/08/2025 00:30:00 - 12/08/2025 00:45:00","BZN|BE","Without Sequence","93.00","",""
"12/08/2025 00:45:00 - 12/08/2025 01:00:00","BZN|BE","Without Sequence","93.00","",""
"12/08/2025 01:00:00 - 12/08/2025 01:15:00","BZN|BE","Without Sequence","89.67","",""
"12/08/2025 01:15:00 - 12/08/2025 01:30:00","BZN|BE","Without Sequence","89.67","",""
"12/08/2025 01:30:00 - 12/08/2025 01:45:00","BZN|BE","Without Sequence","89.67","",""
"12/08/2025 01:45:00 - 12/08/2025 02:00:00","BZN|BE","Without Sequence","89.67","",""
"12/08/2025 02:00:00 - 12/08/2025 02:15:00","BZN|BE","Without Sequence","85.41","",""
"12/08/2025 02:15:00 - 12/08/2025 02:30:00","BZN|BE","Without Sequence","85.41","",""
"12/08/2025 02:30:00 - 12/08/2025 02:45:00","BZN|BE","Without Sequence","85.41","",""
"12/08/2025 02:45:00 - 12/08/2025 03:00:00","BZN|BE","Without Sequence","85.41","",""
"12/08/2025 03:00:00 - 12/08/2025 03:15:00","BZN|BE","Without Sequence","81.44","",""
"12/08/2025 03:15:00 - 12/08/2025 03:30:00","BZN|BE","Without Sequence","81.44","",""
"12/08/2025 03:30:00 - 12/08/2025 03:45:00","BZN|BE","Without Sequence","81.44","",""
"12/08/2025 03:45:00 - 12/08/2025 04:00:00","BZN|BE","Without Sequence","81.44","",""
"12/08/2025 04:00:00 - 12/08/2025 04:15:00","BZN|BE","Without Sequence","76.32","",""
"12/08/2025 04:15:00 - 12/08/2025 04:30:00","BZN|BE","Without Sequence","76.32","",""
"12/08/2025 04:30:00 - 12/08/2025 04:45:00","BZN|BE","Without Sequence","76.32","",""
"12/08/2025 04:45:00 - 12/08/2025 05:00:00","BZN|BE","Without Sequence","76.32","",""
"12/08/2025 05:00:00 - 12/08/2025 05:15:00","BZN|BE","Without Sequence","77.46","",""
"12/08/2025 05:15:00 - 12/08/2025 05:30:00","BZN|BE","Without Sequence","77.46","",""
"12/08/2025 05:30:00 - 12/08/2025 05:45:00","BZN|BE","Without Sequence","77.46","",""
"12/08/2025 05:45:00 - 12/08/2025 06:00:00","BZN|BE","Without Sequence","77.46","",""
"12/08/2025 06:00:00 - 12/08/2025 06:15:00","BZN|BE","Without Sequence","87.88","",""
"12/08/2025 06:15:00 - 12/08/2025 06:30:00","BZN|BE","Without Sequence","87.88","",""
"12/08/2025 06:30:00 - 12/08/2025 06:45:00","BZN|BE","Without Sequence","87.88","",""
"12/08/2025 06:45:00 - 12/08/2025 07:00:00","BZN|BE","Without Sequence","87.88","",""
"12/08/2025 07:00:00 - 12/08/2025 07:15:00","BZN|BE","Without Sequence","104.63","",""
"12/08/2025 07:15:00 - 12/08/2025 07:30:00","BZN|BE","Without Sequence","104.63","",""
"12/08/2025 07:30:00 - 12/08/2025 07:45:00","BZN|BE","Without Sequence","104.63","",""
"12/08/2025 07:45:00 - 12/08/2025 08:00:00","BZN|BE","Without Sequence","104.63","",""
"12/08/2025 08:00:00 - 12/08/2025 08:15:00","BZN|BE","Without Sequence","98.65","",""
"12/08/2025 08:15:00 - 12/08/2025 08:30:00","BZN|BE","Without Sequence","98.65","",""
"12/08/2025 08:30:00 - 12/08/2025 08:45:00","BZN|BE","Without Sequence","98.65","",""
"12/08/2025 08:45:00 - 12/08/2025 09:00:00","BZN|BE","Without Sequence","98.65","",""
"12/08/2025 09:00:00 - 12/08/2025 09:15:00","BZN|BE","Without Sequence","92.76","",""
"12/08/2025 09:15:00 - 12/08/2025 09:30:00","BZN|BE","Without Sequence","92.76","",""
"12/08/2025 09:30:00 - 12/08/2025 09:45:00","BZN|BE","Without Sequence","92.76","",""
"12/08/2025 09:45:00 - 12/08/2025 10:00:00","BZN|BE","Without Sequence","92.76","",""
"12/08/2025 10:00:00 - 12/08/2025 10:15:00","BZN|BE","Without Sequence","80.39","",""
"12/08/2025 10:15:00 - 12/08/2025 10:30:00","BZN|BE","Without Sequence","80.39","",""
"12/08/2025 10:30:00 - 12/08/2025 10:45:00","BZN|BE","Without Sequence","80.39","",""
"12/08/2025 10:45:00 - 12/08/2025 11:00:00","BZN|BE","Without Sequence","80.39","",""
"12/08/2025 11:00:00 - 12/08/2025 11:15:00","BZN|BE","Without Sequence","40.94","",""
"12/08/2025 11:15:00 - 12/08/2025 11:30:00","BZN|BE","Without Sequence","40.94","",""
"12/08/2025 11:30:00 - 12/08/2025 11:45:00","BZN|BE","Without Sequence","40.94","",""
"12/08/2025 11:45:00 - 12/08/2025 12:00:00","BZN|BE","Without Sequence","40.94","",""
"12/08/2025 12:00:00 - 12/08/2025 12:15:00","BZN|BE","Without Sequence","8.38","",""
"12/08/2025 12:15:00 - 12/08/2025 12:30:00","BZN|BE","Without Sequence","8.38","",""
"12/08/2025 12:30:00 - 12/08/2025 12:45:00","BZN|BE","Without Sequence","8.38","",""
"12/08/2025 12:45:00 - 12/08/2025 13:00:00","BZN|BE","Without Sequence","8.38","",""
"12/08/2025 13:00:00 - 12/08/2025 13:15:00","BZN|BE","Without Sequence","3.00","",""
"12/08/2025 13:15:00 - 12/08/2025 13:30:00","BZN|BE","Without Sequence","3.00","",""
"12/08/2025 13:30:00 - 12/08/2025 13:45:00","BZN|BE","Without Sequence","3.00","",""
"12/08/2025 13:45:00 - 12/08/2025 14:00:00","BZN|BE","Without Sequence","3.00","",""
"12/08/2025 14:00:00 - 12/08/2025 14:15:00","BZN|BE","Without Sequence","5.15","",""
"12/08/2025 14:15:00 - 12/08/2025 14:30:00","BZN|BE","Without Sequence","5.15","",""
"12/08/2025 14:30:00 - 12/08/2025 14:45:00","BZN|BE","Without Sequence","5.15","",""
"12/08/2025 14:45:00 - 12/08/2025 15:00:00","BZN|BE","Without Sequence","5.15","",""
"12/08/2025 15:00:00 - 12/08/2025 15:15:00","BZN|BE","Without Sequence","35.05","",""
"12/08/2025 15:15:00 - 12/08/2025 15:30:00","BZN|BE","Without Sequence","35.05","",""
"12/08/2025 15:30:00 - 12/08/2025 15:45:00","BZN|BE","Without Sequence","35.05","",""
"12/08/2025 15:45:00 - 12/08/2025 16:00:00","BZN|BE","Without Sequence","35.05","",""
"12/08/2025 16:00:00 - 12/08/2025 16:15:00","BZN|BE","Without Sequence","67.49","",""
"12/08/2025 16:15:00 - 12/08/2025 16:30:00","BZN|BE","Without Sequence","67.49","",""
"12/08/2025 16:30:00 - 12/08/2025 16:45:00","BZN|BE","Without Sequence","67.49","",""
"12/08/2025 16:45:00 - 12/08/2025 17:00:00","BZN|BE","Without Sequence","67.49","",""
"12/08/2025 17:00:00 - 12/08/2025 17:15:00","BZN|BE","Without Sequence","94.31","",""
"12/08/2025 17:15:00 - 12/08/2025 17:30:00","BZN|BE","Without Sequence","94.31","",""
"12/08/2025 17:30:00 - 12/08/2025 17:45:00","BZN|BE","Without Sequence","94.31","",""
"12/08/2025 17:45:00 - 12/08/2025 18:00:00","BZN|BE","Without Sequence","94.31","",""
"12/08/2025 18:00:00 - 12/08/2025 18:15:00","BZN|BE","Without Sequence","97.91","",""
"12/08/2025 18:15:00 - 12/08/2025 18:30:00","BZN|BE","Without Sequence","97.91","",""
"12/08/2025 18:30:00 - 12/08/2025 18:45:00","BZN|BE","Without Sequence","97.91","",""
"12/08/2025 18:45:00 - 12/08/2025 19:00:00","BZN|BE","Without Sequence","97.91","",""
"12/08/2025 19:00:00 - 12/08/2025 19:15:00","BZN|BE","Without Sequence","149.00","",""
"12/08/2025 19:15:00 - 12/08/2025 19:30:00","BZN|BE","Without Sequence","149.00","",""
"12/08/2025 19:30:00 - 12/08/2025 19:45:00","BZN|BE","Without Sequence","149.00","",""
"12/08/2025 19:45:00 - 12/08/2025 20:00:00","BZN|BE","Without Sequence","149.00","",""
"12/08/2025 20:00:00 - 12/08/2025 20:15:00","BZN|BE","Without Sequence","156.00","",""
"12/08/2025 20:15:00 - 12/08/2025 20:30:00","BZN|BE","Without Sequence","156.00","",""
"12/08/2025 20:30:00 - 12/08/2025 20:45:00","BZN|BE","Without Sequence","156.00","",""
"12/08/2025 20:45:00 - 12/08/2025 21:00:00","BZN|BE","Without Sequence","156.00","",""
"12/08/2025 21:00:00 - 12/08/2025 21:15:00","BZN|BE","Without Sequence","140.55","",""
"12/08/2025 21:15:00 - 12/08/2025 21:30:00","BZN|BE","Without Sequence","140.55","",""
"12/08/2025 21:30:00 - 12/08/2025 21:45:00","BZN|BE","Without Sequence","140.55","",""
"12/08/2025 21:45:00 - 12/08/2025 22:00:00","BZN|BE","Without Sequence","140.55","",""
"12/08/2025 22:00:00 - 12/08/2025 22:15:00","BZN|BE","Without Sequence","123.00","",""
"12/08/2025 22:15:00 - 12/08/2025 22:30:00","BZN|BE","Without Sequence","123.00","",""
"12/08/2025 22:30:00 - 12/08/2025 22:45:00","BZN|BE","Without Sequence","123.00","",""
"12/08/2025 22:45:00 - 12/08/2025 23:00:00","BZN|BE","Without Sequence","123.00","",""
"12/08/2025 23:00:00 - 12/08/2025 23:15:00","BZN|BE","Without Sequence","102.30","",""
"12/08/2025 23:15:00 - 12/08/2025 23:30:00","BZN|BE","Without Sequence","102.30","",""
"12/08/2025 23:30:00 - 12/08/2025 23:45:00","BZN|BE","Without Sequence","102.30","",""
"12/08/2025 23:45:00 - 13/08/2025 00:00:00","BZN|BE","Without Sequence","102.30","",""
"13/08/2025 00:00:00 - 13/08/2025 00:15:00","BZN|BE","Without Sequence","100.00","",""
"13/08/2025 00:15:00 - 13/08/2025 00:30:00","BZN|BE","Without Sequence","100.00","",""
"13/08/2025 00:30:00 - 13/08/2025 00:45:00","BZN|BE","Without Sequence","100.00","",""
"13/08/2025 00:45:00 - 13/08/2025 01:00:00","BZN|BE","Without Sequence","100.00","",""
"13/08/2025 01:00:00 - 13/08/2025 01:15:00","BZN|BE","Without Sequence","90.00","",""
"13/08/2025 01:15:00 - 13/08/2025 01:30:00","BZN|BE","Without Sequence","90.00","",""
"13/08/2025 01:30:00 - 13/08/2025 01:45:00","BZN|BE","Without Sequence","90.00","",""
"13/08/2025 01:45:00 - 13/08/2025 02:00:00","BZN|BE","Without Sequence","90.00","",""
"13/08/2025 02:00:00 - 13/08/2025 02:15:00","BZN|BE","Without Sequence","86.89","",""
"13/08/2025 02:15:00 - 13/08/2025 02:30:00","BZN|BE","Without Sequence","86.89","",""
"13/08/2025 02:30:00 - 13/08/2025 02:45:00","BZN|BE","Without Sequence","86.89","",""
"13/08/2025 02:45:00 - 13/08/2025 03:00:00","BZN|BE","Without Sequence","86.89","",""
"13/08/2025 03:00:00 - 13/08/2025 03:15:00","BZN|BE","Without Sequence","84.71","",""
"13/08/2025 03:15:00 - 13/08/2025 03:30:00","BZN|BE","Without Sequence","84.71","",""
"13/08/2025 03:30:00 - 13/08/2025 03:45:00","BZN|BE","Without Sequence","84.71","",""
"13/08/2025 03:45:00 - 13/08/2025 04:00:00","BZN|BE","Without Sequence","84.71","",""
"13/08/2025 04:00:00 - 13/08/2025 04:15:00","BZN|BE","Without Sequence","87.07","",""
"13/08/2025 04:15:00 - 13/08/2025 04:30:00","BZN|BE","Without Sequence","87.07","",""
"13/08/2025 04:30:00 - 13/08/2025 04:45:00","BZN|BE","Without Sequence","87.07","",""
"13/08/2025 04:45:00 - 13/08/2025 05:00:00","BZN|BE","Without Sequence","87.07","",""
"13/08/2025 05:00:00 - 13/08/2025 05:15:00","BZN|BE","Without Sequence","92.98","",""
"13/08/2025 05:15:00 - 13/08/2025 05:30:00","BZN|BE","Without Sequence","92.98","",""
"13/08/2025 05:30:00 - 13/08/2025 05:45:00","BZN|BE","Without Sequence","92.98","",""
"13/08/2025 05:45:00 - 13/08/2025 06:00:00","BZN|BE","Without Sequence","92.98","",""
"13/08/2025 06:00:00 - 13/08/2025 06:15:00","BZN|BE","Without Sequence","106.30","",""
"13/08/2025 06:15:00 - 13/08/2025 06:30:00","BZN|BE","Without Sequence","106.30","",""
"13/08/2025 06:30:00 - 13/08/2025 06:45:00","BZN|BE","Without Sequence","106.30","",""
"13/08/2025 06:45:00 - 13/08/2025 07:00:00","BZN|BE","Without Sequence","106.30","",""
"13/08/2025 07:00:00 - 13/08/2025 07:15:00","BZN|BE","Without Sequence","105.00","",""
"13/08/2025 07:15:00 - 13/08/2025 07:30:00","BZN|BE","Without Sequence","105.00","",""
"13/08/2025 07:30:00 - 13/08/2025 07:45:00","BZN|BE","Without Sequence","105.00","",""
"13/08/2025 07:45:00 - 13/08/2025 08:00:00","BZN|BE","Without Sequence","105.00","",""
"13/08/2025 08:00:00 - 13/08/2025 08:15:00","BZN|BE","Without Sequence","105.91","",""
"13/08/2025 08:15:00 - 13/08/2025 08:30:00","BZN|BE","Without Sequence","105.91","",""
"13/08/2025 08:30:00 - 13/08/2025 08:45:00","BZN|BE","Without Sequence","105.91","",""
"13/08/2025 08:45:00 - 13/08/2025 09:00:00","BZN|BE","Without Sequence","105.91","",""
"13/08/2025 09:00:00 - 13/08/2025 09:15:00","BZN|BE","Without Sequence","93.21","",""
"13/08/2025 09:15:00 - 13/08/2025 09:30:00","BZN|BE","Without Sequence","93.21","",""
"13/08/2025 09:30:00 - 13/08/2025 09:45:00","BZN|BE","Without Sequence","93.21","",""
"13/08/2025 09:45:00 - 13/08/2025 10:00:00","BZN|BE","Without Sequence","93.21","",""
"13/08/2025 10:00:00 - 13/08/2025 10:15:00","BZN|BE","Without Sequence","89.26","",""
"13/08/2025 10:15:00 - 13/08/2025 10:30:00","BZN|BE","Without Sequence","89.26","",""
"13/08/2025 10:30:00 - 13/08/2025 10:45:00","BZN|BE","Without Sequence","89.26","",""
"13/08/2025 10:45:00 - 13/08/2025 11:00:00","BZN|BE","Without Sequence","89.26","",""
"13/08/2025 11:00:00 - 13/08/2025 11:15:00","BZN|BE","Without Sequence","69.00","",""
"13/08/2025 11:15:00 - 13/08/2025 11:30:00","BZN|BE","Without Sequence","69.00","",""
"13/08/2025 11:30:00 - 13/08/2025 11:45:00","BZN|BE","Without Sequence","69.00","",""
"13/08/2025 11:45:00 - 13/08/2025 12:00:00","BZN|BE","Without Sequence","69.00","",""
"13/08/2025 12:00:00 - 13/08/2025 12:15:00","BZN|BE","Without Sequence","63.48","",""
"13/08/2025 12:15:00 - 13/08/2025 12:30:00","BZN|BE","Without Sequence","63.48","",""
"13/08/2025 12:30:00 - 13/08/2025 12:45:00","BZN|BE","Without Sequence","63.48","",""
"13/08/2025 12:45:00 - 13/08/2025 13:00:00","BZN|BE","Without Sequence","63.48","",""
"13/08/2025 13:00:00 - 13/08/2025 13:15:00","BZN|BE","Without Sequence","44.73","",""
"13/08/2025 13:15:00 - 13/08/2025 13:30:00","BZN|BE","Without Sequence","44.73","",""
"13/08/2025 13:30:00 - 13/08/2025 13:45:00","BZN|BE","Without Sequence","44.73","",""
"13/08/2025 13:45:00 - 13/08/2025 14:00:00","BZN|BE","Without Sequence","44.73","",""
"13/08/2025 14:00:00 - 13/08/2025 14:15:00","BZN|BE","Without Sequence","43.34","",""
"13/08/2025 14:15:00 - 13/08/2025 14:30:00","BZN|BE","Without Sequence","43.34","",""
"13/08/2025 14:30:00 - 13/08/2025 14:45:00","BZN|BE","Without Sequence","43.34","",""
"13/08/2025 14:45:00 - 13/08/2025 15:00:00","BZN|BE","Without Sequence","43.34","",""
"13/08/2025 15:00:00 - 13/08/2025 15:15:00","BZN|BE","Without Sequence","70.90","",""
"13/08/2025 15:15:00 - 13/08/2025 15:30:00","BZN|BE","Without Sequence","70.90","",""
"13/08/2025 15:30:00 - 13/08/2025 15:45:00","BZN|BE","Without Sequence","70.90","",""
"13/08/2025 15:45:00 - 13/08/2025 16:00:00","BZN|BE","Without Sequence","70.90","",""
"13/08/2025 16:00:00 - 13/08/2025 16:15:00","BZN|BE","Without Sequence","84.30","",""
"13/08/2025 16:15:00 - 13/08/2025 16:30:00","BZN|BE","Without Sequence","84.30","",""
"13/08/2025 16:30:00 - 13/08/2025 16:45:00","BZN|BE","Without Sequence","84.30","",""
"13/08/2025 16:45:00 - 13/08/2025 17:00:00","BZN|BE","Without Sequence","84.30","",""
"13/08/2025 17:00:00 - 13/08/2025 17:15:00","BZN|BE","Without Sequence","96.64","",""
"13/08/2025 17:15:00 - 13/08/2025 17:30:00","BZN|BE","Without Sequence","96.64","",""
"13/08/2025 17:30:00 - 13/08/2025 17:45:00","BZN|BE","Without Sequence","96.64","",""
"13/08/2025 17:45:00 - 13/08/2025 18:00:00","BZN|BE","Without Sequence","96.64","",""
"13/08/2025 18:00:00 - 13/08/2025 18:15:00","BZN|BE","Without Sequence","115.49","",""
"13/08/2025 18:15:00 - 13/08/2025 18:30:00","BZN|BE","Without Sequence","115.49","",""
"13/08/2025 18:30:00 - 13/08/2025 18:45:00","BZN|BE","Without Sequence","115.49","",""
"13/08/2025 18:45:00 - 13/08/2025 19:00:00","BZN|BE","Without Sequence","115.49","",""
"13/08/2025 19:00:00 - 13/08/2025 19:15:00","BZN|BE","Without Sequence","167.73","",""
"13/08/2025 19:15:00 - 13/08/2025 19:30:00","BZN|BE","Without Sequence","167.73","",""
"13/08/2025 19:30:00 - 13/08/2025 19:45:00","BZN|BE","Without Sequence","167.73","",""
"13/08/2025 19:45:00 - 13/08/2025 20:00:00","BZN|BE","Without Sequence","167.73","",""
"13/08/2025 20:00:00 - 13/08/2025 20:15:00","BZN|BE","Without Sequence","208.92","",""
"13/08/2025 20:15:00 - 13/08/2025 20:30:00","BZN|BE","Without Sequence","208.92","",""
"13/08/2025 20:30:00 - 13/08/2025 20:45:00","BZN|BE","Without Sequence","208.92","",""
"13/08/2025 20:45:00 - 13/08/2025 21:00:00","BZN|BE","Without Sequence","208.92","",""
"13/08/2025 21:00:00 - 13/08/2025 21:15:00","BZN|BE","Without Sequence","154.56","",""
"13/08/2025 21:15:00 - 13/08/2025 21:30:00","BZN|BE","Without Sequence","154.56","",""
"13/08/2025 21:30:00 - 13/08/2025 21:45:00","BZN|BE","Without Sequence","154.56","",""
"13/08/2025 21:45:00 - 13/08/2025 22:00:00","BZN|BE","Without Sequence","154.56","",""
"13/08/2025 22:00:00 - 13/08/2025 22:15:00","BZN|BE","Without Sequence","123.21","",""
"13/08/2025 22:15:00 - 13/08/2025 22:30:00","BZN|BE","Without Sequence","123.21","",""
"13/08/2025 22:30:00 - 13/08/2025 22:45:00","BZN|BE","Without Sequence","123.21","",""
"13/08/2025 22:45:00 - 13/08/2025 23:00:00","BZN|BE","Without Sequence","123.21","",""
"13/08/2025 23:00:00 - 13/08/2025 23:15:00","BZN|BE","Without Sequence","106.27","",""
"13/08/2025 23:15:00 - 13/08/2025 23:30:00","BZN|BE","Without Sequence","106.27","",""
"13/08/2025 23:30:00 - 13/08/2025 23:45:00","BZN|BE","Without Sequence","106.27","",""
"13/08/2025 23:45:00 - 14/08/2025 00:00:00","BZN|BE","Without Sequence","106.27","",""
"14/08/2025 00:00:00 - 14/08/2025 00:15:00","BZN|BE","Without Sequence","98.10","",""
"14/08/2025 00:15:00 - 14/08/2025 00:30:00","BZN|BE","Without Sequence","98.10","",""
"14/08/2025 00:30:00 - 14/08/2025 00:45:00","BZN|BE","Without Sequence","98.10","",""
"14/08/2025 00:45:00 - 14/08/2025 01:00:00","BZN|BE","Without Sequence","98.10","",""
"14/08/2025 01:00:00 - 14/08/2025 01:15:00","BZN|BE","Without Sequence","92.00","",""
"14/08/2025 01:15:00 - 14/08/2025 01:30:00","BZN|BE","Without Sequence","92.00","",""
"14/08/2025 01:30:00 - 14/08/2025 01:45:00","BZN|BE","Without Sequence","92.00","",""
"14/08/2025 01:45:00 - 14/08/2025 02:00:00","BZN|BE","Without Sequence","92.00","",""
"14/08/2025 02:00:00 - 14/08/2025 02:15:00","BZN|BE","Without Sequence","88.45","",""
"14/08/2025 02:15:00 - 14/08/2025 02:30:00","BZN|BE","Without Sequence","88.45","",""
"14/08/2025 02:30:00 - 14/08/2025 02:45:00","BZN|BE","Without Sequence","88.45","",""
"14/08/2025 02:45:00 - 14/08/2025 03:00:00","BZN|BE","Without Sequence","88.45","",""
"14/08/2025 03:00:00 - 14/08/2025 03:15:00","BZN|BE","Without Sequence","84.35","",""
"14/08/2025 03:15:00 - 14/08/2025 03:30:00","BZN|BE","Without Sequence","84.35","",""
"14/08/2025 03:30:00 - 14/08/2025 03:45:00","BZN|BE","Without Sequence","84.35","",""
"14/08/2025 03:45:00 - 14/08/2025 04:00:00","BZN|BE","Without Sequence","84.35","",""
"14/08/2025 04:00:00 - 14/08/2025 04:15:00","BZN|BE","Without Sequence","84.95","",""
"14/08/2025 04:15:00 - 14/08/2025 04:30:00","BZN|BE","Without Sequence","84.95","",""
"14/08/2025 04:30:00 - 14/08/2025 04:45:00","BZN|BE","Without Sequence","84.95","",""
"14/08/2025 04:45:00 - 14/08/2025 05:00:00","BZN|BE","Without Sequence","84.95","",""
"14/08/2025 05:00:00 - 14/08/2025 05:15:00","BZN|BE","Without Sequence","86.68","",""
"14/08/2025 05:15:00 - 14/08/2025 05:30:00","BZN|BE","Without Sequence","86.68","",""
"14/08/2025 05:30:00 - 14/08/2025 05:45:00","BZN|BE","Without Sequence","86.68","",""
"14/08/2025 05:45:00 - 14/08/2025 06:00:00","BZN|BE","Without Sequence","86.68","",""
"14/08/2025 06:00:00 - 14/08/2025 06:15:00","BZN|BE","Without Sequence","93.91","",""
"14/08/2025 06:15:00 - 14/08/2025 06:30:00","BZN|BE","Without Sequence","93.91","",""
"14/08/2025 06:30:00 - 14/08/2025 06:45:00","BZN|BE","Without Sequence","93.91","",""
"14/08/2025 06:45:00 - 14/08/2025 07:00:00","BZN|BE","Without Sequence","93.91","",""
"14/08/2025 07:00:00 - 14/08/2025 07:15:00","BZN|BE","Without Sequence","106.77","",""
"14/08/2025 07:15:00 - 14/08/2025 07:30:00","BZN|BE","Without Sequence","106.77","",""
"14/08/2025 07:30:00 - 14/08/2025 07:45:00","BZN|BE","Without Sequence","106.77","",""
"14/08/2025 07:45:00 - 14/08/2025 08:00:00","BZN|BE","Without Sequence","106.77","",""
"14/08/2025 08:00:00 - 14/08/2025 08:15:00","BZN|BE","Without Sequence","99.40","",""
"14/08/2025 08:15:00 - 14/08/2025 08:30:00","BZN|BE","Without Sequence","99.40","",""
"14/08/2025 08:30:00 - 14/08/2025 08:45:00","BZN|BE","Without Sequence","99.40","",""
"14/08/2025 08:45:00 - 14/08/2025 09:00:00","BZN|BE","Without Sequence","99.40","",""
"14/08/2025 09:00:00 - 14/08/2025 09:15:00","BZN|BE","Without Sequence","91.04","",""
"14/08/2025 09:15:00 - 14/08/2025 09:30:00","BZN|BE","Without Sequence","91.04","",""
"14/08/2025 09:30:00 - 14/08/2025 09:45:00","BZN|BE","Without Sequence","91.04","",""
"14/08/2025 09:45:00 - 14/08/2025 10:00:00","BZN|BE","Without Sequence","91.04","",""
"14/08/2025 10:00:00 - 14/08/2025 10:15:00","BZN|BE","Without Sequence","81.04","",""
"14/08/2025 10:15:00 - 14/08/2025 10:30:00","BZN|BE","Without Sequence","81.04","",""
"14/08/2025 10:30:00 - 14/08/2025 10:45:00","BZN|BE","Without Sequence","81.04","",""
"14/08/2025 10:45:00 - 14/08/2025 11:00:00","BZN|BE","Without Sequence","81.04","",""
"14/08/2025 11:00:00 - 14/08/2025 11:15:00","BZN|BE","Without Sequence","67.42","",""
"14/08/2025 11:15:00 - 14/08/2025 11:30:00","BZN|BE","Without Sequence","67.42","",""
"14/08/2025 11:30:00 - 14/08/2025 11:45:00","BZN|BE","Without Sequence","67.42","",""
"14/08/2025 11:45:00 - 14/08/2025 12:00:00","BZN|BE","Without Sequence","67.42","",""
"14/08/2025 12:00:00 - 14/08/2025 12:15:00","BZN|BE","Without Sequence","53.95","",""
"14/08/2025 12:15:00 - 14/08/2025 12:30:00","BZN|BE","Without Sequence","53.95","",""
"14/08/2025 12:30:00 - 14/08/2025 12:45:00","BZN|BE","Without Sequence","53.95","",""
"14/08/2025 12:45:00 - 14/08/2025 13:00:00","BZN|BE","Without Sequence","53.95","",""
"14/08/2025 13:00:00 - 14/08/2025 13:15:00","BZN|BE","Without Sequence","40.96","",""
"14/08/2025 13:15:00 - 14/08/2025 13:30:00","BZN|BE","Without Sequence","40.96","",""
"14/08/2025 13:30:00 - 14/08/2025 13:45:00","BZN|BE","Without Sequence","40.96","",""
"14/08/2025 13:45:00 - 14/08/2025 14:00:00","BZN|BE","Without Sequence","40.96","",""
"14/08/2025 14:00:00 - 14/08/2025 14:15:00","BZN|BE","Without Sequence","54.90","",""
"14/08/2025 14:15:00 - 14/08/2025 14:30:00","BZN|BE","Without Sequence","54.90","",""
"14/08/2025 14:30:00 - 14/08/2025 14:45:00","BZN|BE","Without Sequence","54.90","",""
"14/08/2025 14:45:00 - 14/08/2025 15:00:00","BZN|BE","Without Sequence","54.90","",""
"14/08/2025 15:00:00 - 14/08/2025 15:15:00","BZN|BE","Without Sequence","69.43","",""
"14/08/2025 15:15:00 - 14/08/2025 15:30:00","BZN|BE","Without Sequence","69.43","",""
"14/08/2025 15:30:00 - 14/08/2025 15:45:00","BZN|BE","Without Sequence","69.43","",""
