"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"23/01/2025 21:00:00 - 23/01/2025 21:15:00","BZN|BE","Without Sequence","79.89","",""
"23/01/2025 21:15:00 - 23/01/2025 21:30:00","BZN|BE","Without Sequence","79.89","",""
"23/01/2025 21:30:00 - 23/01/2025 21:45:00","BZN|BE","Without Sequence","79.89","",""
"23/01/2025 21:45:00 - 23/01/2025 22:00:00","BZN|BE","Without Sequence","79.89","",""
"23/01/2025 22:00:00 - 23/01/2025 22:15:00","BZN|BE","Without Sequence","81.01","",""
"23/01/2025 22:15:00 - 23/01/2025 22:30:00","BZN|BE","Without Sequence","81.01","",""
"23/01/2025 22:30:00 - 23/01/2025 22:45:00","BZN|BE","Without Sequence","81.01","",""
"23/01/2025 22:45:00 - 23/01/2025 23:00:00","BZN|BE","Without Sequence","81.01","",""
"23/01/2025 23:00:00 - 23/01/2025 23:15:00","BZN|BE","Without Sequence","61.85","",""
"23/01/2025 23:15:00 - 23/01/2025 23:30:00","BZN|BE","Without Sequence","61.85","",""
"23/01/2025 23:30:00 - 23/01/2025 23:45:00","BZN|BE","Without Sequence","61.85","",""
"23/01/2025 23:45:00 - 24/01/2025 00:00:00","BZN|BE","Without Sequence","61.85","",""
"24/01/2025 00:00:00 - 24/01/2025 00:15:00","BZN|BE","Without Sequence","72.37","",""
"24/01/2025 00:15:00 - 24/01/2025 00:30:00","BZN|BE","Without Sequence","72.37","",""
"24/01/2025 00:30:00 - 24/01/2025 00:45:00","BZN|BE","Without Sequence","72.37","",""
"24/01/2025 00:45:00 - 24/01/2025 01:00:00","BZN|BE","Without Sequence","72.37","",""
"24/01/2025 01:00:00 - 24/01/2025 01:15:00","BZN|BE","Without Sequence","60.21","",""
"24/01/2025 01:15:00 - 24/01/2025 01:30:00","BZN|BE","Without Sequence","60.21","",""
"24/01/2025 01:30:00 - 24/01/2025 01:45:00","BZN|BE","Without Sequence","60.21","",""
"24/01/2025 01:45:00 - 24/01/2025 02:00:00","BZN|BE","Without Sequence","60.21","",""
"24/01/2025 02:00:00 - 24/01/2025 02:15:00","BZN|BE","Without Sequence","45.62","",""
"24/01/2025 02:15:00 - 24/01/2025 02:30:00","BZN|BE","Without Sequence","45.62","",""
"24/01/2025 02:30:00 - 24/01/2025 02:45:00","BZN|BE","Without Sequence","45.62","",""
"24/01/2025 02:45:00 - 24/01/2025 03:00:00","BZN|BE","Without Sequence","45.62","",""
"24/01/2025 03:00:00 - 24/01/2025 03:15:00","BZN|BE","Without Sequence","41.21","",""
"24/01/2025 03:15:00 - 24/01/2025 03:30:00","BZN|BE","Without Sequence","41.21","",""
"24/01/2025 03:30:00 - 24/01/2025 03:45:00","BZN|BE","Without Sequence","41.21","",""
"24/01/2025 03:45:00 - 24/01/2025 04:00:00","BZN|BE","Without Sequence","41.21","",""
"24/01/2025 04:00:00 - 24/01/2025 04:15:00","BZN|BE","Without Sequence","40.05","",""
"24/01/2025 04:15:00 - 24/01/2025 04:30:00","BZN|BE","Without Sequence","40.05","",""
"24/01/2025 04:30:00 - 24/01/2025 04:45:00","BZN|BE","Without Sequence","40.05","",""
"24/01/2025 04:45:00 - 24/01/2025 05:00:00","BZN|BE","Without Sequence","40.05","",""
"24/01/2025 05:00:00 - 24/01/2025 05:15:00","BZN|BE","Without Sequence","61.93","",""
"24/01/2025 05:15:00 - 24/01/2025 05:30:00","BZN|BE","Without Sequence","61.93","",""
"24/01/2025 05:30:00 - 24/01/2025 05:45:00","BZN|BE","Without Sequence","61.93","",""
"24/01/2025 05:45:00 - 24/01/2025 06:00:00","BZN|BE","Without Sequence","61.93","",""
"24/01/2025 06:00:00 - 24/01/2025 06:15:00","BZN|BE","Without Sequence","70.47","",""
"24/01/2025 06:15:00 - 24/01/2025 06:30:00","BZN|BE","Without Sequence","70.47","",""
"24/01/2025 06:30:00 - 24/01/2025 06:45:00","BZN|BE","Without Sequence","70.47","",""
"24/01/2025 06:45:00 - 24/01/2025 07:00:00","BZN|BE","Without Sequence","70.47","",""
"24/01/2025 07:00:00 - 24/01/2025 07:15:00","BZN|BE","Without Sequence","104.84","",""
"24/01/2025 07:15:00 - 24/01/2025 07:30:00","BZN|BE","Without Sequence","104.84","",""
"24/01/2025 07:30:00 - 24/01/2025 07:45:00","BZN|BE","Without Sequence","104.84","",""
"24/01/2025 07:45:00 - 24/01/2025 08:00:00","BZN|BE","Without Sequence","104.84","",""
"24/01/2025 08:00:00 - 24/01/2025 08:15:00","BZN|BE","Without Sequence","108.28","",""
"24/01/2025 08:15:00 - 24/01/2025 08:30:00","BZN|BE","Without Sequence","108.28","",""
"24/01/2025 08:30:00 - 24/01/2025 08:45:00","BZN|BE","Without Sequence","108.28","",""
"24/01/2025 08:45:00 - 24/01/2025 09:00:00","BZN|BE","Without Sequence","108.28","",""
"24/01/2025 09:00:00 - 24/01/2025 09:15:00","BZN|BE","Without Sequence","96.14","",""
"24/01/2025 09:15:00 - 24/01/2025 09:30:00","BZN|BE","Without Sequence","96.14","",""
"24/01/2025 09:30:00 - 24/01/2025 09:45:00","BZN|BE","Without Sequence","96.14","",""
"24/01/2025 09:45:00 - 24/01/2025 10:00:00","BZN|BE","Without Sequence","96.14","",""
"24/01/2025 10:00:00 - 24/01/2025 10:15:00","BZN|BE","Without Sequence","91.27","",""
"24/01/2025 10:15:00 - 24/01/2025 10:30:00","BZN|BE","Without Sequence","91.27","",""
"24/01/2025 10:30:00 - 24/01/2025 10:45:00","BZN|BE","Without Sequence","91.27","",""
"24/01/2025 10:45:00 - 24/01/2025 11:00:00","BZN|BE","Without Sequence","91.27","",""
"24/01/2025 11:00:00 - 24/01/2025 11:15:00","BZN|BE","Without Sequence","80.40","",""
"24/01/2025 11:15:00 - 24/01/2025 11:30:00","BZN|BE","Without Sequence","80.40","",""
"24/01/2025 11:30:00 - 24/01/2025 11:45:00","BZN|BE","Without Sequence","80.40","",""
"24/01/2025 11:45:00 - 24/01/2025 12:00:00","BZN|BE","Without Sequence","80.40","",""
"24/01/2025 12:00:00 - 24/01/2025 12:15:00","BZN|BE","Without Sequence","79.23","",""
"24/01/2025 12:15:00 - 24/01/2025 12:30:00","BZN|BE","Without Sequence","79.23","",""
"24/01/2025 12:30:00 - 24/01/2025 12:45:00","BZN|BE","Without Sequence","79.23","",""
"24/01/2025 12:45:00 - 24/01/2025 13:00:00","BZN|BE","Without Sequence","79.23","",""
"24/01/2025 13:00:00 - 24/01/2025 13:15:00","BZN|BE","Without Sequence","77.26","",""
"24/01/2025 13:15:00 - 24/01/2025 13:30:00","BZN|BE","Without Sequence","77.26","",""
"24/01/2025 13:30:00 - 24/01/2025 13:45:00","BZN|BE","Without Sequence","77.26","",""
"24/01/2025 13:45:00 - 24/01/2025 14:00:00","BZN|BE","Without Sequence","77.26","",""
"24/01/2025 14:00:00 - 24/01/2025 14:15:00","BZN|BE","Without Sequence","76.66","",""
"24/01/2025 14:15:00 - 24/01/2025 14:30:00","BZN|BE","Without Sequence","76.66","",""
"24/01/2025 14:30:00 - 24/01/2025 14:45:00","BZN|BE","Without Sequence","76.66","",""
"24/01/2025 14:45:00 - 24/01/2025 15:00:00","BZN|BE","Without Sequence","76.66","",""
"24/01/2025 15:00:00 - 24/01/2025 15:15:00","BZN|BE","Without Sequence","75.90","",""
"24/01/2025 15:15:00 - 24/01/2025 15:30:00","BZN|BE","Without Sequence","75.90","",""
"24/01/2025 15:30:00 - 24/01/2025 15:45:00","BZN|BE","Without Sequence","75.90","",""
"24/01/2025 15:45:00 - 24/01/2025 16:00:00","BZN|BE","Without Sequence","75.90","",""
"24/01/2025 16:00:00 - 24/01/2025 16:15:00","BZN|BE","Without Sequence","77.13","",""
"24/01/2025 16:15:00 - 24/01/2025 16:30:00","BZN|BE","Without Sequence","77.13","",""
"24/01/2025 16:30:00 - 24/01/2025 16:45:00","BZN|BE","Without Sequence","77.13","",""
"24/01/2025 16:45:00 - 24/01/2025 17:00:00","BZN|BE","Without Sequence","77.13","",""
"24/01/2025 17:00:00 - 24/01/2025 17:15:00","BZN|BE","Without Sequence","90.17","",""
"24/01/2025 17:15:00 - 24/01/2025 17:30:00","BZN|BE","Without Sequence","90.17","",""
"24/01/2025 17:30:00 - 24/01/2025 17:45:00","BZN|BE","Without Sequence","90.17","",""
"24/01/2025 17:45:00 - 24/01/2025 18:00:00","BZN|BE","Without Sequence","90.17","",""
"24/01/2025 18:00:00 - 24/01/2025 18:15:00","BZN|BE","Without Sequence","95.00","",""
"24/01/2025 18:15:00 - 24/01/2025 18:30:00","BZN|BE","Without Sequence","95.00","",""
"24/01/2025 18:30:00 - 24/01/2025 18:45:00","BZN|BE","Without Sequence","95.00","",""
"24/01/2025 18:45:00 - 24/01/2025 19:00:00","BZN|BE","Without Sequence","95.00","",""
"24/01/2025 19:00:00 - 24/01/2025 19:15:00","BZN|BE","Without Sequence","96.85","",""
"24/01/2025 19:15:00 - 24/01/2025 19:30:00","BZN|BE","Without Sequence","96.85","",""
"24/01/2025 19:30:00 - 24/01/2025 19:45:00","BZN|BE","Without Sequence","96.85","",""
"24/01/2025 19:45:00 - 24/01/2025 20:00:00","BZN|BE","Without Sequence","96.85","",""
"24/01/2025 20:00:00 - 24/01/2025 20:15:00","BZN|BE","Without Sequence","89.75","",""
"24/01/2025 20:15:00 - 24/01/2025 20:30:00","BZN|BE","Without Sequence","89.75","",""
"24/01/2025 20:30:00 - 24/01/2025 20:45:00","BZN|BE","Without Sequence","89.75","",""
"24/01/2025 20:45:00 - 24/01/2025 21:00:00","BZN|BE","Without Sequence","89.75","",""
"24/01/2025 21:00:00 - 24/01/2025 21:15:00","BZN|BE","Without Sequence","84.65","",""
"24/01/2025 21:15:00 - 24/01/2025 21:30:00","BZN|BE","Without Sequence","84.65","",""
"24/01/2025 21:30:00 - 24/01/2025 21:45:00","BZN|BE","Without Sequence","84.65","",""
"24/01/2025 21:45:00 - 24/01/2025 22:00:00","BZN|BE","Without Sequence","84.65","",""
"24/01/2025 22:00:00 - 24/01/2025 22:15:00","BZN|BE","Without Sequence","94.45","",""
"24/01/2025 22:15:00 - 24/01/2025 22:30:00","BZN|BE","Without Sequence","94.45","",""
"24/01/2025 22:30:00 - 24/01/2025 22:45:00","BZN|BE","Without Sequence","94.45","",""
"24/01/2025 22:45:00 - 24/01/2025 23:00:00","BZN|BE","Without Sequence","94.45","",""
"24/01/2025 23:00:00 - 24/01/2025 23:15:00","BZN|BE","Without Sequence","88.55","",""
"24/01/2025 23:15:00 - 24/01/2025 23:30:00","BZN|BE","Without Sequence","88.55","",""
"24/01/2025 23:30:00 - 24/01/2025 23:45:00","BZN|BE","Without Sequence","88.55","",""
"24/01/2025 23:45:00 - 25/01/2025 00:00:00","BZN|BE","Without Sequence","88.55","",""
"25/01/2025 00:00:00 - 25/01/2025 00:15:00","BZN|BE","Without Sequence","57.91","",""
"25/01/2025 00:15:00 - 25/01/2025 00:30:00","BZN|BE","Without Sequence","57.91","",""
"25/01/2025 00:30:00 - 25/01/2025 00:45:00","BZN|BE","Without Sequence","57.91","",""
"25/01/2025 00:45:00 - 25/01/2025 01:00:00","BZN|BE","Without Sequence","57.91","",""
"25/01/2025 01:00:00 - 25/01/2025 01:15:00","BZN|BE","Without Sequence","64.90","",""
"25/01/2025 01:15:00 - 25/01/2025 01:30:00","BZN|BE","Without Sequence","64.90","",""
"25/01/2025 01:30:00 - 25/01/2025 01:45:00","BZN|BE","Without Sequence","64.90","",""
"25/01/2025 01:45:00 - 25/01/2025 02:00:00","BZN|BE","Without Sequence","64.90","",""
"25/01/2025 02:00:00 - 25/01/2025 02:15:00","BZN|BE","Without Sequence","69.40","",""
"25/01/2025 02:15:00 - 25/01/2025 02:30:00","BZN|BE","Without Sequence","69.40","",""
"25/01/2025 02:30:00 - 25/01/2025 02:45:00","BZN|BE","Without Sequence","69.40","",""
"25/01/2025 02:45:00 - 25/01/2025 03:00:00","BZN|BE","Without Sequence","69.40","",""
"25/01/2025 03:00:00 - 25/01/2025 03:15:00","BZN|BE","Without Sequence","73.76","",""
"25/01/2025 03:15:00 - 25/01/2025 03:30:00","BZN|BE","Without Sequence","73.76","",""
"25/01/2025 03:30:00 - 25/01/2025 03:45:00","BZN|BE","Without Sequence","73.76","",""
"25/01/2025 03:45:00 - 25/01/2025 04:00:00","BZN|BE","Without Sequence","73.76","",""
"25/01/2025 04:00:00 - 25/01/2025 04:15:00","BZN|BE","Without Sequence","59.70","",""
"25/01/2025 04:15:00 - 25/01/2025 04:30:00","BZN|BE","Without Sequence","59.70","",""
"25/01/2025 04:30:00 - 25/01/2025 04:45:00","BZN|BE","Without Sequence","59.70","",""
"25/01/2025 04:45:00 - 25/01/2025 05:00:00","BZN|BE","Without Sequence","59.70","",""
"25/01/2025 05:00:00 - 25/01/2025 05:15:00","BZN|BE","Without Sequence","60.09","",""
"25/01/2025 05:15:00 - 25/01/2025 05:30:00","BZN|BE","Without Sequence","60.09","",""
"25/01/2025 05:30:00 - 25/01/2025 05:45:00","BZN|BE","Without Sequence","60.09","",""
"25/01/2025 05:45:00 - 25/01/2025 06:00:00","BZN|BE","Without Sequence","60.09","",""
"25/01/2025 06:00:00 - 25/01/2025 06:15:00","BZN|BE","Without Sequence","64.70","",""
"25/01/2025 06:15:00 - 25/01/2025 06:30:00","BZN|BE","Without Sequence","64.70","",""
"25/01/2025 06:30:00 - 25/01/2025 06:45:00","BZN|BE","Without Sequence","64.70","",""
"25/01/2025 06:45:00 - 25/01/2025 07:00:00","BZN|BE","Without Sequence","64.70","",""
"25/01/2025 07:00:00 - 25/01/2025 07:15:00","BZN|BE","Without Sequence","69.20","",""
"25/01/2025 07:15:00 - 25/01/2025 07:30:00","BZN|BE","Without Sequence","69.20","",""
"25/01/2025 07:30:00 - 25/01/2025 07:45:00","BZN|BE","Without Sequence","69.20","",""
"25/01/2025 07:45:00 - 25/01/2025 08:00:00","BZN|BE","Without Sequence","69.20","",""
"25/01/2025 08:00:00 - 25/01/2025 08:15:00","BZN|BE","Without Sequence","81.16","",""
"25/01/2025 08:15:00 - 25/01/2025 08:30:00","BZN|BE","Without Sequence","81.16","",""
"25/01/2025 08:30:00 - 25/01/2025 08:45:00","BZN|BE","Without Sequence","81.16","",""
"25/01/2025 08:45:00 - 25/01/2025 09:00:00","BZN|BE","Without Sequence","81.16","",""
"25/01/2025 09:00:00 - 25/01/2025 09:15:00","BZN|BE","Without Sequence","83.98","",""
"25/01/2025 09:15:00 - 25/01/2025 09:30:00","BZN|BE","Without Sequence","83.98","",""
"25/01/2025 09:30:00 - 25/01/2025 09:45:00","BZN|BE","Without Sequence","83.98","",""
"25/01/2025 09:45:00 - 25/01/2025 10:00:00","BZN|BE","Without Sequence","83.98","",""
"25/01/2025 10:00:00 - 25/01/2025 10:15:00","BZN|BE","Without Sequence","80.40","",""
"25/01/2025 10:15:00 - 25/01/2025 10:30:00","BZN|BE","Without Sequence","80.40","",""
"25/01/2025 10:30:00 - 25/01/2025 10:45:00","BZN|BE","Without Sequence","80.40","",""
"25/01/2025 10:45:00 - 25/01/2025 11:00:00","BZN|BE","Without Sequence","80.40","",""
"25/01/2025 11:00:00 - 25/01/2025 11:15:00","BZN|BE","Without Sequence","83.50","",""
"25/01/2025 11:15:00 - 25/01/2025 11:30:00","BZN|BE","Without Sequence","83.50","",""
"25/01/2025 11:30:00 - 25/01/2025 11:45:00","BZN|BE","Without Sequence","83.50","",""
"25/01/2025 11:45:00 - 25/01/2025 12:00:00","BZN|BE","Without Sequence","83.50","",""
"25/01/2025 12:00:00 - 25/01/2025 12:15:00","BZN|BE","Without Sequence","80.00","",""
"25/01/2025 12:15:00 - 25/01/2025 12:30:00","BZN|BE","Without Sequence","80.00","",""
"25/01/2025 12:30:00 - 25/01/2025 12:45:00","BZN|BE","Without Sequence","80.00","",""
"25/01/2025 12:45:00 - 25/01/2025 13:00:00","BZN|BE","Without Sequence","80.00","",""
"25/01/2025 13:00:00 - 25/01/2025 13:15:00","BZN|BE","Without Sequence","81.01","",""
"25/01/2025 13:15:00 - 25/01/2025 13:30:00","BZN|BE","Without Sequence","81.01","",""
"25/01/2025 13:30:00 - 25/01/2025 13:45:00","BZN|BE","Without Sequence","81.01","",""
"25/01/2025 13:45:00 - 25/01/2025 14:00:00","BZN|BE","Without Sequence","81.01","",""
"25/01/2025 14:00:00 - 25/01/2025 14:15:00","BZN|BE","Without Sequence","81.15","",""
"25/01/2025 14:15:00 - 25/01/2025 14:30:00","BZN|BE","Without Sequence","81.15","",""
"25/01/2025 14:30:00 - 25/01/2025 14:45:00","BZN|BE","Without Sequence","81.15","",""
"25/01/2025 14:45:00 - 25/01/2025 15:00:00","BZN|BE","Without Sequence","81.15","",""
"25/01/2025 15:00:00 - 25/01/2025 15:15:00","BZN|BE","Without Sequence","95.78","",""
"25/01/2025 15:15:00 - 25/01/2025 15:30:00","BZN|BE","Without Sequence","95.78","",""
"25/01/2025 15:30:00 - 25/01/2025 15:45:00","BZN|BE","Without Sequence","95.78","",""
"25/01/2025 15:45:00 - 25/01/2025 16:00:00","BZN|BE","Without Sequence","95.78","",""
"25/01/2025 16:00:00 - 25/01/2025 16:15:00","BZN|BE","Without Sequence","115.04","",""
"25/01/2025 16:15:00 - 25/01/2025 16:30:00","BZN|BE","Without Sequence","115.04","",""
"25/01/2025 16:30:00 - 25/01/2025 16:45:00","BZN|BE","Without Sequence","115.04","",""
"25/01/2025 16:45:00 - 25/01/2025 17:00:00","BZN|BE","Without Sequence","115.04","",""
"25/01/2025 17:00:00 - 25/01/2025 17:15:00","BZN|BE","Without Sequence","134.60","",""
"25/01/2025 17:15:00 - 25/01/2025 17:30:00","BZN|BE","Without Sequence","134.60","",""
"25/01/2025 17:30:00 - 25/01/2025 17:45:00","BZN|BE","Without Sequence","134.60","",""
"25/01/2025 17:45:00 - 25/01/2025 18:00:00","BZN|BE","Without Sequence","134.60","",""
"25/01/2025 18:00:00 - 25/01/2025 18:15:00","BZN|BE","Without Sequence","144.96","",""
"25/01/2025 18:15:00 - 25/01/2025 18:30:00","BZN|BE","Without Sequence","144.96","",""
"25/01/2025 18:30:00 - 25/01/2025 18:45:00","BZN|BE","Without Sequence","144.96","",""
"25/01/2025 18:45:00 - 25/01/2025 19:00:00","BZN|BE","Without Sequence","144.96","",""
"25/01/2025 19:00:00 - 25/01/2025 19:15:00","BZN|BE","Without Sequence","142.63","",""
"25/01/2025 19:15:00 - 25/01/2025 19:30:00","BZN|BE","Without Sequence","142.63","",""
"25/01/2025 19:30:00 - 25/01/2025 19:45:00","BZN|BE","Without Sequence","142.63","",""
"25/01/2025 19:45:00 - 25/01/2025 20:00:00","BZN|BE","Without Sequence","142.63","",""
"25/01/2025 20:00:00 - 25/01/2025 20:15:00","BZN|BE","Without Sequence","126.30","",""
"25/01/2025 20:15:00 - 25/01/2025 20:30:00","BZN|BE","Without Sequence","126.30","",""
"25/01/2025 20:30:00 - 25/01/2025 20:45:00","BZN|BE","Without Sequence","126.30","",""
"25/01/2025 20:45:00 - 25/01/2025 21:00:00","BZN|BE","Without Sequence","126.30","",""
"25/01/2025 21:00:00 - 25/01/2025 21:15:00","BZN|BE","Without Sequence","121.63","",""
"25/01/2025 21:15:00 - 25/01/2025 21:30:00","BZN|BE","Without Sequence","121.63","",""
"25/01/2025 21:30:00 - 25/01/2025 21:45:00","BZN|BE","Without Sequence","121.63","",""
"25/01/2025 21:45:00 - 25/01/2025 22:00:00","BZN|BE","Without Sequence","121.63","",""
"25/01/2025 22:00:00 - 25/01/2025 22:15:00","BZN|BE","Without Sequence","119.52","",""
"25/01/2025 22:15:00 - 25/01/2025 22:30:00","BZN|BE","Without Sequence","119.52","",""
"25/01/2025 22:30:00 - 25/01/2025 22:45:00","BZN|BE","Without Sequence","119.52","",""
"25/01/2025 22:45:00 - 25/01/2025 23:00:00","BZN|BE","Without Sequence","119.52","",""
"25/01/2025 23:00:00 - 25/01/2025 23:15:00","BZN|BE","Without Sequence","110.45","",""
"25/01/2025 23:15:00 - 25/01/2025 23:30:00","BZN|BE","Without Sequence","110.45","",""
"25/01/2025 23:30:00 - 25/01/2025 23:45:00","BZN|BE","Without Sequence","110.45","",""
"25/01/2025 23:45:00 - 26/01/2025 00:00:00","BZN|BE","Without Sequence","110.45","",""
"26/01/2025 00:00:00 - 26/01/2025 00:15:00","BZN|BE","Without Sequence","108.98","",""
"26/01/2025 00:15:00 - 26/01/2025 00:30:00","BZN|BE","Without Sequence","108.98","",""
"26/01/2025 00:30:00 - 26/01/2025 00:45:00","BZN|BE","Without Sequence","108.98","",""
"26/01/2025 00:45:00 - 26/01/2025 01:00:00","BZN|BE","Without Sequence","108.98","",""
"26/01/2025 01:00:00 - 26/01/2025 01:15:00","BZN|BE","Without Sequence","101.36","",""
"26/01/2025 01:15:00 - 26/01/2025 01:30:00","BZN|BE","Without Sequence","101.36","",""
"26/01/2025 01:30:00 - 26/01/2025 01:45:00","BZN|BE","Without Sequence","101.36","",""
"26/01/2025 01:45:00 - 26/01/2025 02:00:00","BZN|BE","Without Sequence","101.36","",""
"26/01/2025 02:00:00 - 26/01/2025 02:15:00","BZN|BE","Without Sequence","89.00","",""
"26/01/2025 02:15:00 - 26/01/2025 02:30:00","BZN|BE","Without Sequence","89.00","",""
"26/01/2025 02:30:00 - 26/01/2025 02:45:00","BZN|BE","Without Sequence","89.00","",""
"26/01/2025 02:45:00 - 26/01/2025 03:00:00","BZN|BE","Without Sequence","89.00","",""
"26/01/2025 03:00:00 - 26/01/2025 03:15:00","BZN|BE","Without Sequence","90.59","",""
"26/01/2025 03:15:00 - 26/01/2025 03:30:00","BZN|BE","Without Sequence","90.59","",""
"26/01/2025 03:30:00 - 26/01/2025 03:45:00","BZN|BE","Without Sequence","90.59","",""
"26/01/2025 03:45:00 - 26/01/2025 04:00:00","BZN|BE","Without Sequence","90.59","",""
"26/01/2025 04:00:00 - 26/01/2025 04:15:00","BZN|BE","Without Sequence","82.62","",""
"26/01/2025 04:15:00 - 26/01/2025 04:30:00","BZN|BE","Without Sequence","82.62","",""
"26/01/2025 04:30:00 - 26/01/2025 04:45:00","BZN|BE","Without Sequence","82.62","",""
"26/01/2025 04:45:00 - 26/01/2025 05:00:00","BZN|BE","Without Sequence","82.62","",""
"26/01/2025 05:00:00 - 26/01/2025 05:15:00","BZN|BE","Without Sequence","86.41","",""
"26/01/2025 05:15:00 - 26/01/2025 05:30:00","BZN|BE","Without Sequence","86.41","",""
"26/01/2025 05:30:00 - 26/01/2025 05:45:00","BZN|BE","Without Sequence","86.41","",""
"26/01/2025 05:45:00 - 26/01/2025 06:00:00","BZN|BE","Without Sequence","86.41","",""
"26/01/2025 06:00:00 - 26/01/2025 06:15:00","BZN|BE","Without Sequence","91.90","",""
"26/01/2025 06:15:00 - 26/01/2025 06:30:00","BZN|BE","Without Sequence","91.90","",""
"26/01/2025 06:30:00 - 26/01/2025 06:45:00","BZN|BE","Without Sequence","91.90","",""
"26/01/2025 06:45:00 - 26/01/2025 07:00:00","BZN|BE","Without Sequence","91.90","",""
"26/01/2025 07:00:00 - 26/01/2025 07:15:00","BZN|BE","Without Sequence","97.86","",""
"26/01/2025 07:15:00 - 26/01/2025 07:30:00","BZN|BE","Without Sequence","97.86","",""
"26/01/2025 07:30:00 - 26/01/2025 07:45:00","BZN|BE","Without Sequence","97.86","",""
"26/01/2025 07:45:00 - 26/01/2025 08:00:00","BZN|BE","Without Sequence","97.86","",""
"26/01/2025 08:00:00 - 26/01/2025 08:15:00","BZN|BE","Without Sequence","97.71","",""
"26/01/2025 08:15:00 - 26/01/2025 08:30:00","BZN|BE","Without Sequence","97.71","",""
"26/01/2025 08:30:00 - 26/01/2025 08:45:00","BZN|BE","Without Sequence","97.71","",""
"26/01/2025 08:45:00 - 26/01/2025 09:00:00","BZN|BE","Without Sequence","97.71","",""
"26/01/2025 09:00:00 - 26/01/2025 09:15:00","BZN|BE","Without Sequence","95.58","",""
"26/01/2025 09:15:00 - 26/01/2025 09:30:00","BZN|BE","Without Sequence","95.58","",""
