sim_id,terminal_resolution,cum_elec_idio_return_pct,mean_daily_idio_pct,std_daily_idio_pct,max_drawdown_pct
4263,0,30750.997614163454,215.58588390834387,23.822779979079147,0.0
4264,0,48220.296714937176,245.22104325714017,26.245053243991947,0.0
4265,0,33236.91339512614,219.85939275310344,13.194561010034695,0.0
4266,0,35669.233176257854,224.67275186181186,19.14394172315127,0.0
4267,0,41096.830288196834,234.78618082871134,30.196917594876435,0.0
4268,0,42311.03469106569,235.71103942092887,15.415615943425188,0.0
4269,0,39368.59031583625,230.71811623324092,10.145606936651589,0.0
4270,0,49304.21996273229,247.07535197875777,31.21940107250284,0.0
4271,0,31625.959460273218,217.0837573148678,19.934391865524002,0.0
4272,0,61423.69617265211,263.2072368950242,38.03600328595137,0.0
4273,0,36218.43969104493,225.34958439648045,12.567375663629512,0.0
4274,1,37932.45265802044,228.35264656163582,12.443921171745647,0.0
4275,1,35339.484663619136,224.15581845707047,20.13876785705877,0.0
4276,0,33822.72314402387,221.95516928340962,28.430915551460863,0.0
4277,0,46937.35599644276,242.67893128548775,14.744073810217571,0.0
4278,0,28319.068781817827,210.75852729660542,26.713366187650077,0.0
4279,0,40404.215977655505,232.770042125898,17.90040425417992,0.0
4280,1,39747.26480839609,231.52045013158386,14.680756463132658,0.0
4281,0,39809.31525860246,231.78587696818695,18.16389578458984,0.0
4282,0,40755.74359799036,233.27059484027396,16.61294083443859,0.0
4283,1,38668.69271217247,229.68978554660362,14.399844178232271,0.0
4284,0,38312.166084467826,229.58275703614618,22.71425342085719,0.0
4285,1,43135.32045931385,237.0127479792721,15.82111408681732,0.0
4286,0,36975.66024358432,226.88254055231764,16.995051248649798,0.0
4287,1,39468.8078910521,231.2825146760244,19.509334816263635,0.0
4288,0,39207.62625797139,230.840085700697,18.856840150944002,0.0
4289,0,42362.074290531054,235.77611042608402,15.254283371337548,0.0
4290,1,39134.18832115278,230.58370764881502,16.735517433494532,0.0
4291,1,38125.69032339597,229.07461301036432,20.295222298645484,0.0
4292,1,33999.16579468454,221.34489129422678,14.087807596514763,0.0
4293,0,28866.011024773838,211.5777474580761,23.049901749184265,0.0
4294,0,55127.9594252617,254.34644004047195,23.507356383964527,0.0
4295,0,51248.87230161459,249.01150160752218,20.380740494168755,0.0
4296,0,34857.56377889173,223.96263785153437,29.429442471240023,0.0
4297,0,44103.01679127445,239.24248973175077,27.604532732575287,0.0
4298,0,32343.649218295854,218.4520381988741,19.929188183530606,0.0
4299,0,32998.240849156784,220.10671985996584,24.905091318842338,0.0
4300,0,36105.93537854977,225.38812302495936,17.697163718927442,0.0
4301,0,30587.5616771553,215.071434334273,21.4924896854417,0.0
4302,0,41511.61645165197,234.28040828093452,11.638354032300747,0.0
4303,0,36612.38454580854,226.59113784838323,22.31778140546923,0.0
4304,1,58154.822923449945,257.5675495253578,13.105227546513987,0.0
4305,1,34200.33686670723,222.79609013172762,29.638566396051644,0.0
4306,0,35844.2803887809,225.02490884079944,19.70996280473523,0.0
4307,0,37722.11075954221,228.3921632261658,20.36472304122105,0.0
4308,0,31777.20809351725,217.8958382533595,26.95494469411585,0.0
4309,0,29394.812665156092,214.34104689817997,39.062617853865156,0.0
4310,0,42714.08810961139,236.18843922062496,11.780186771472687,0.0
4311,0,43894.64249023807,240.95853619306655,44.18461440983382,0.0
4312,0,36508.742376797825,226.13034609088604,18.470141329609447,0.0
4313,0,48851.72526196581,245.43639193440748,15.17246313961827,0.0
4314,1,36041.916385507335,224.9872771839557,11.436843374853902,0.0
4315,0,38723.61667828218,229.99310060489165,18.970190045852934,0.0
4316,0,37337.814024767235,227.7658985119786,20.938490177259418,0.0
4317,0,39026.30383875622,231.1398980986437,26.910150351160357,0.0
4318,0,37757.48814382339,229.36141669499003,31.463205755755915,0.0
4319,0,38664.50625358476,229.87753278214328,18.449373383276225,0.0
4320,0,43450.19407671911,238.03299558766167,24.928241873397404,0.0
4321,0,32786.479755267515,218.99724228918004,13.438638856877958,0.0
4322,0,43818.736204722416,238.0861108034357,16.29839413252667,0.0
4323,1,41859.1706712635,235.2527346668224,20.82051566364534,0.0
4324,1,43412.734499351645,238.33021467102063,29.232454697559067,0.0
4325,0,28750.36835341935,211.2090634566492,21.534155287428714,0.0
4326,1,42938.808992208724,236.75270398864268,16.832222566710712,0.0
4327,0,39261.13303081211,230.65452757240632,13.545277958481963,0.0
4328,0,32544.434540468388,219.02907463766883,22.50690422757598,0.0
4329,0,36640.51472147177,226.20754602207975,15.069751963372516,0.0
4330,1,39592.69058562221,231.0834454154593,9.807015017818038,0.0
4331,0,38752.53399494784,229.98714568422588,17.602597521545597,0.0
4332,1,40673.36702874727,233.34850768040883,20.58073825160714,0.0
4333,0,40106.43461508811,232.3733489093234,19.74832483236952,0.0
4334,0,45970.528400378316,241.85000551708686,24.603118277799812,0.0
4335,1,36202.21547269588,225.7676455177494,21.257097287721276,0.0
4336,1,41891.73860816325,235.82159693008194,27.129703421687687,0.0
4337,1,28240.27109310371,210.00519555539177,19.596035337586258,0.0
4338,0,52067.607617863396,250.46760272249685,26.011093624521806,0.0
4339,0,34892.57712581791,223.84100732293615,27.779234057919478,0.0
4340,1,37988.11217762646,229.91357192133836,32.94952329361724,0.0
4341,1,37246.85325301039,227.0150405565828,7.503607094107148,0.0
4342,0,28423.751653043888,211.7082809796554,34.68049343819705,0.0
4343,1,50098.410040757175,248.29687127734283,32.24568830778794,0.0
4344,0,33334.71701297194,222.35111836325677,39.77617685522077,0.0
4345,0,44486.84600931586,238.92863374313225,11.983759367950345,0.0
4346,0,30128.361304149923,213.71476156738814,14.33863197476012,0.0
4347,0,36993.55034247585,227.15793488383966,21.215693388805192,0.0
4348,0,30937.239672388354,215.85476675144733,22.447144009721317,0.0
4349,0,45546.40554400227,240.47350970254493,10.47352371312269,0.0
4350,1,56080.164228147965,256.0433139474165,29.910890800200093,0.0
4351,1,44182.04715416927,238.57112185372074,14.685891963476323,0.0
4352,0,33279.75309819145,220.45834597206803,22.182681111455768,0.0
4353,1,59712.2992449894,259.77505835247297,20.181053721372194,0.0
4354,0,32678.448897460286,219.67098154451,26.807526175217866,0.0
4355,0,40062.19016998133,232.05681373841375,15.119243602492228,0.0
4356,0,36241.06367955697,225.419659163904,13.404200429363572,0.0
4357,0,37957.41186452952,228.4426529189891,13.542842638937929,0.0
4358,0,30838.404424126937,215.66969953758385,22.8469590785424,0.0
4359,0,44298.24727150848,239.0238532125173,20.193586107577826,0.0
4360,0,33838.64018576539,222.03101266939856,28.495100130472853,0.0
4361,0,44147.62598742948,239.2965872847887,27.42307349182122,0.0
4362,0,34466.627648174435,222.41518250605537,17.992861290766587,0.0
4363,0,49147.37607890189,246.8348695690983,30.882950263518566,0.0
4364,0,39417.22101961209,231.677729452658,26.603814412614682,0.0
4365,1,39112.03526667989,230.67611264993448,19.11170298678192,0.0
4366,0,35432.06514042305,224.36273974425816,21.007120426769916,0.0
4367,0,37457.67586576038,227.47256712197154,10.770062687118084,0.0
4368,1,36935.672222618276,226.58741418248445,11.73846185483917,0.0
4369,0,41877.85214704016,235.2425485886476,19.838930153996692,0.0
4370,0,29797.317566796006,212.92054242517315,11.787421900119039,0.0
4371,1,50205.10012785718,247.2023686955907,11.979195313986068,0.0
4372,0,33395.22222185511,220.59964429022338,21.683531374263055,0.0
4373,1,35073.54540008338,223.30107756125653,13.332792563864027,0.0
4374,0,29038.535355959913,211.80027460201146,21.193550799809994,0.0
4375,1,40374.1082644339,234.1801348083819,35.83671238981775,0.0
4376,0,35210.088015780886,223.91544378402128,20.33151241536279,0.0
4377,1,39623.5616016081,232.05749561201432,26.336278208754884,0.0
